tzWord,esWord,url,status
Junatz'ijb',Letra de molde,https://v2.dictionary.tzutujil.org/words/6672546d5a8ee2d55bcbc2cb,Merged
Rub'eeyal tziij rixin tinaamit,Ley del consejo nacional,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562d1,Created
junaniil,Libertad,https://v2.dictionary.tzutujil.org/words/6734589509407a19002d1b8a,Merged
Junaniil,Libertad,https://v2.dictionary.tzutujil.org/words/6734589509407a19002d1b8a,Merged
Kolotajik,Libertad de cautiverio,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562d2,Created
Alajil,Libertad democrática,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562d3,Created
Tziij,Libras,https://v2.dictionary.tzutujil.org/words/667256d45a8ee2d55bcbc4f9,Merged
Sik'in wuuj,Libro,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562d4,Created
Tz'ajawuuj,Libro para colorear,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562d5,Created
Ajpojp,Líder,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562d6,Created
Ixajpojp,Lideraza,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562d7,Created
Tz'umamuniil,Lima,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562d8,Created
Jux,Línea,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562d9,Created
Jikajux,Línea recta,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562da,Created
Soltzijob'al,Lingüística,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562db,Created
B'aq'asaqiil,Linterna,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562dc,Created
Ya'yoj,Líquidos,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562dd,Created
Ruperaajiil,Literal,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562de,Created
Ch'ujch'uliil,Litio,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562df,Created
Punalam'et,Litro,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562e0,Created
K'ojlib'aneel,Locativo,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562e1,Created
Nimarab'ajti'iij,Longaniza,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562e2,Created
Ch'umil q'aaq',Luciérnaga,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562e3,Created
K'ojlib'al,Lugar,https://v2.dictionary.tzutujil.org/words/667255175a8ee2d55bcbc364,Merged
Iik',Luna,https://v2.dictionary.tzutujil.org/words/667255705a8ee2d55bcbc3b4,Merged
Alaj iik',Luna nueva,https://v2.dictionary.tzutujil.org/words/667255195a8ee2d55bcbc366,Merged
Eeyaaj,Lunar,https://v2.dictionary.tzutujil.org/words/6672523b5a8ee2d55bcbc0ce,Merged
jo'ajunaa',Lustro,https://v2.dictionary.tzutujil.org/words/67bca0fea53da53fac2562e4,Created
K'amasaqiil,Luz eléctrica,https://v2.dictionary.tzutujil.org/words/6672551b5a8ee2d55bcbc368,Merged
Saqil q'iij,Luz natural,https://v2.dictionary.tzutujil.org/words/6672551d5a8ee2d55bcbc369,Merged
Q'utub'al,Machucador,https://v2.dictionary.tzutujil.org/words/6672551f5a8ee2d55bcbc36b,Merged
Tz'alam,Madera,https://v2.dictionary.tzutujil.org/words/667259525a8ee2d55bcbc73c,Merged
Tz'umanelaa',Mamíferos,https://v2.dictionary.tzutujil.org/words/67bca0dea53da53fac2561a9,Merged
Ruuk'u'x ya',Manantial,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562e5,Created
Q'ab'aaj,Mano,https://v2.dictionary.tzutujil.org/words/667255375a8ee2d55bcbc380,Merged
Kaxlan q'anaxo'x,Mantequilla,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562e6,Created
Nimamixk'u',Manzana,https://v2.dictionary.tzutujil.org/words/67b8a89ab239fd045521d9dc,Merged
Kotz'i'jaq'oom,Manzanilla,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562e7,Created
Aqa'winaq,Mapacha,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562e8,Created
palow,Mar,https://v2.dictionary.tzutujil.org/words/6672553b5a8ee2d55bcbc384,Merged
Rejtal ruq'ijool,Marcador de tiempo,https://v2.dictionary.tzutujil.org/words/6672553c5a8ee2d55bcbc385,Merged
Ajsi'olaa',Marinos,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562e9,Created
Pepe',Mariposa,https://v2.dictionary.tzutujil.org/words/6734588dad3d490ac06a2091,Merged
tijpalow,Mariscos,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562ea,Created
B'ajib'al,Martillo,https://v2.dictionary.tzutujil.org/words/667255405a8ee2d55bcbc389,Merged
Talob'oon,Masacuate,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562eb,Created
Retamab'al ajilab'al,Matemática,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562ec,Created
Rulewaal chojq'aaq',Materia y energía,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562ed,Created
Te'ej pamaaj,Matriz,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562ee,Created
Nimajachoneel,Máximo común divisor,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562ef,Created
Nimatz'ijb',Mayúsculas,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562f0,Created
Nimako'li,Mediano,https://v2.dictionary.tzutujil.org/words/67bca0ffa53da53fac2562f1,Created
Aq'omaneel,Medico,https://v2.dictionary.tzutujil.org/words/667255595a8ee2d55bcbc39f,Merged
Ch'utik'isb'al raqan ejtab'al,Medida de longitud,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc91b,Created
Q'oraal,Medida de masa,https://v2.dictionary.tzutujil.org/words/6672555b5a8ee2d55bcbc3a1,Merged
Ruchiset pamil ejtab'al,Medidas de capacidad,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc91c,Created
Ajliil ejtab'al,Medidas de peso,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc91d,Created
Q'ijol ejtab'al,Medidas de tiempo,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc91e,Created
Tinaamit ri'iil,Medio comunitario,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc91f,Created
Ijqanib'al ri'iil,Medio de transporte,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc920,Created
Rutewul tijoneem,Medio escolar,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc921,Created
Tz'ijb'an tziij,Medio escrito,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc922,Created
Tzijon tziij,Medio oral,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc923,Created
Xe'eeyaaj,Mejilla,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc924,Created
Tukub'al,Meneador,https://v2.dictionary.tzutujil.org/words/67b8a8a2b239fd045521da5d,Merged
Ch'iipiil,Meñique,https://v2.dictionary.tzutujil.org/words/667251ea5a8ee2d55bcbc083,Merged
Eeleel,Menos,https://v2.dictionary.tzutujil.org/words/667255685a8ee2d55bcbc3ad,Merged
Kajkate',Mentón,https://v2.dictionary.tzutujil.org/words/667257c85a8ee2d55bcbc5d7,Merged
K'ayib'al,Mercado,https://v2.dictionary.tzutujil.org/words/6672556e5a8ee2d55bcbc3b2,Merged
Q'anach'umiil,Mercurio,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc925,Created
Nima'el etjo'k'al,Metro,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc926,Created
Ejtak'al,Metros,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc927,Created
Xu'y,Mezquino,https://v2.dictionary.tzutujil.org/words/667250255a8ee2d55bcbbf23,Merged
Ch'itinuk'uleem,Microsistema,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc928,Created
Nimanuk'uleem,Microsistema,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc929,Created
Elenik taq winaq,Migrante,https://v2.dictionary.tzutujil.org/words/67bca100b4b6f87a499cc92a,Created
Elenik winaq,Migrante,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc92b,Created
Xo'ajunaa',Milenio,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc92c,Created
Kutalq'o',Milímetro,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc92d,Created
Tzaqb'it ramaq'am,Milla,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc92e,Created
Xo'iil,Millar,https://v2.dictionary.tzutujil.org/words/667255b35a8ee2d55bcbc3f2,Merged
T'ij,Millón,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc92f,Created
Ya'aab'aj,Minerales,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc930,Created
Ko'lajachoneel,Mínimo común multiplicador,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc931,Created
chituy,Ministerio,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc932,Created
chituy ajtijko'm,Ministerio de agricultura,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc933,Created
chituy ajtziij ajtz'aaq,Ministerio de comunicaciones,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc934,Created
chituy b'anob'al ejtz'neem,Ministerio de cultura y deporte,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc935,Created
chituy ajpokob',Ministerio de defensa Nacional,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc936,Created
Chituy ajmeb',Ministerio de economía,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc937,Created
chituy ajtiij,Ministerio de educación,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc938,Created
chituy ajpwoq,Ministerio de finanzas,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc939,Created
chituy chajiineel,Ministerio de gobernación,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc93a,Created
chituy ajtziij,Ministerio de relaciones exteriores,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc93b,Created
chituy ajsamaaj,Ministerio de trabajo,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc93c,Created
ajchituy,Ministro,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc93d,Created
K'ama'eel,Minuendo,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc93e,Created
Ch'ititz'ijb',Minúsculas,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc93f,Created
Kaqweqa'aq'iij,Minuto,https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc940,Created
xolawach,Mixto(fracción),https://v2.dictionary.tzutujil.org/words/67bca101b4b6f87a499cc941,Created
K'aqoneem,Moción,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc942,Created
Pa tza'maaj,Moco,https://v2.dictionary.tzutujil.org/words/667255be5a8ee2d55bcbc3fd,Merged
K'exata's,Modificadores de sustantivos,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc943,Created
B'ajnikilaal,Modo,https://v2.dictionary.tzutujil.org/words/667255c05a8ee2d55bcbc3fe,Merged
Rub'ajnikil b'anooj,Modo imperativo,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc944,Created
K'ulb'a't,Mojón,https://v2.dictionary.tzutujil.org/words/667253635a8ee2d55bcbc1dc,Merged
mejaaj,Momento,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc945,Created
Chi ruuwi' tz'aaq,Momostenango,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc946,Created
Tesepowoq,Moneda,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc947,Created
Saqakotz'i'j amaq',Monja blanca,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc948,Created
K'ichee'laaj,Montaña,https://v2.dictionary.tzutujil.org/words/667258785a8ee2d55bcbc673,Merged
Chaptziij,Morfema,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc949,Created
Choltzijineem,Morfología,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc94a,Created
B'ijnel ya',Motagua (río),https://v2.dictionary.tzutujil.org/words/6672582b5a8ee2d55bcbc630,Merged
K'iy,Mucho,https://v2.dictionary.tzutujil.org/words/667255e25a8ee2d55bcbc41c,Merged
K'iyaal,Muchos,https://v2.dictionary.tzutujil.org/words/67bca0d9a53da53fac25615a,Merged
Tijkaleel,Multiplicable,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc94b,Created
K'iyirisaaneem,Multiplicación,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc94c,Created
Tijko'mineel,Multiplicador,https://v2.dictionary.tzutujil.org/words/67bca0daa53da53fac256179,Merged
Tikojixeel,Multiplicando,https://v2.dictionary.tzutujil.org/words/667255e95a8ee2d55bcbc421,Merged
Tikooj,Multiplicar,https://v2.dictionary.tzutujil.org/words/667255e75a8ee2d55bcbc420,Merged
Jachopaxeel,Múltiplo,https://v2.dictionary.tzutujil.org/words/67bca102b4b6f87a499cc94d,Created
Qulaq'ab'aaj,Muñeca,https://v2.dictionary.tzutujil.org/words/667255eb5a8ee2d55bcbc423,Merged
Q'atab'al tziij,Municipalidad,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562be,Merged
Ti'oojiil,Músculo,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc94e,Created
Ti'oojiil,Músculo,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc94e,Merged
Ruuwach uleew,naturaleza,https://v2.dictionary.tzutujil.org/words/6672599c5a8ee2d55bcbc77c,Merged
"Rub'aniik, ruxe'aal k'in nrajob'eej","Naturaleza, principios y objetivo",https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc94f,Created
manitziij,Negativo,https://v2.dictionary.tzutujil.org/words/667256065a8ee2d55bcbc43c,Merged
B'i'aaj,Nombre,https://v2.dictionary.tzutujil.org/words/667256245a8ee2d55bcbc458,Merged
B'anob'al,Normas de conducta,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc950,Created
Rutziijool,Noticias,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc951,Created
Ruuk'u'x b'i'atziij,Núcleo del predicado,https://v2.dictionary.tzutujil.org/words/6672562a5a8ee2d55bcbc45e,Merged
Ruuk'u'x b'anoneel,Núcleo del sujeto,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc952,Created
Ch'aka'aaj,Numerador,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc953,Created
Ajilab'aliil,Numeral,https://v2.dictionary.tzutujil.org/words/67b8a8262f1b785c39fb0287,Merged
Ajilab'al,Numero,https://v2.dictionary.tzutujil.org/words/667254205a8ee2d55bcbc285,Merged
Ajilab'aliil,Numero cardenal,https://v2.dictionary.tzutujil.org/words/67b8a8262f1b785c39fb0287,Merged
Cholajilab'al,Numero ordinal,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc954,Created
Ilineem,Nutrición,https://v2.dictionary.tzutujil.org/words/667258915a8ee2d55bcbc68b,Merged
Iliinik,Nutrir,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc955,Created
Xajolo,Nylon,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc956,Created
k'uluneel,Objeto,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc957,Created
jikk'uluneel,Objeto directo,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc958,Created
mak'uluneel,Objeto indirecto,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc959,Created
Achsamaaj,Obligación,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc95a,Created
Jaqatzuk',Obtuso,https://v2.dictionary.tzutujil.org/words/67bca103b4b6f87a499cc95b,Created
Raxasetul,Oceanía,https://v2.dictionary.tzutujil.org/words/6672569e5a8ee2d55bcbc4c7,Merged
Saqapalow,Océano atlántico,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc95c,Created
Q'anapalow,Océano pacifico,https://v2.dictionary.tzutujil.org/words/6672569f5a8ee2d55bcbc4c8,Merged
Jumuuch',Ochenta,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc95d,Created
juchuuy,Ocho millares,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc95e,Created
Kaqachaj,Ocote,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc95f,Created
Ajwachaaj,Oculista,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc960,Created
Ruqajib'al q'iij,Oeste,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc961,Created
Tz'ijb'ajaay,Oficina,https://v2.dictionary.tzutujil.org/words/67b8a8a7b239fd045521da91,Merged
Ajsamatz'ijb',Oficinista,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc962,Created
Nik'ajaxab'al,Oído medio,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc963,Created
wachaaj,Ojo,https://v2.dictionary.tzutujil.org/words/667256a35a8ee2d55bcbc4cc,Merged
B'ojo'y,Olla,https://v2.dictionary.tzutujil.org/words/667256a65a8ee2d55bcbc4cf,Merged
Chiro'y,Olla pequeña,https://v2.dictionary.tzutujil.org/words/667259ff5a8ee2d55bcbc7d5,Merged
piiq,Olote,https://v2.dictionary.tzutujil.org/words/667256ac5a8ee2d55bcbc4d4,Merged
Muxu'x,Ombligo,https://v2.dictionary.tzutujil.org/words/667256ae5a8ee2d55bcbc4d6,Merged
Ajq'aych'a'k,Oncólogo,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc964,Created
Kotaxaq,Ondulada,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc965,Created
Ch'i'pa'jl,Onzas,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc966,Created
Soloneem,Operación,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc967,Created
Solooj,Operar,https://v2.dictionary.tzutujil.org/words/667256b05a8ee2d55bcbc4d8,Merged
Nimatziij,Oración,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc968,Created
K'ask'o' nimatziij,Oración admirativa,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc969,Created
jikanimatziij,Oración afirmativa,https://v2.dictionary.tzutujil.org/words/67bca104b4b6f87a499cc96a,Created
k'utunimatziij,Oración interrogativa,https://v2.dictionary.tzutujil.org/words/667256b15a8ee2d55bcbc4d9,Merged
Manimatziij,Oracion negativa,https://v2.dictionary.tzutujil.org/words/67bca105b4b6f87a499cc96b,Created
cholaajeem,Orden,https://v2.dictionary.tzutujil.org/words/67bca105b4b6f87a499cc96c,Created
choliil cholatziij,Orden básico,https://v2.dictionary.tzutujil.org/words/67bca105b4b6f87a499cc96d,Created
B'aaq ib'och',Organismo,https://v2.dictionary.tzutujil.org/words/67bca105b4b6f87a499cc96e,Created
Chapob'aliil,Organismo,https://v2.dictionary.tzutujil.org/words/67bca105b4b6f87a499cc96f,Created
Chapob'alil k'asleemaal,Organismo ejecutivo,https://v2.dictionary.tzutujil.org/words/67bca105b4b6f87a499cc970,Created
Ya'ol na'ooj,Orientador,https://v2.dictionary.tzutujil.org/words/667257395a8ee2d55bcbc554,Merged
Ya'oj na'ooj,Orientar,https://v2.dictionary.tzutujil.org/words/67bca105b4b6f87a499cc971,Created
Releb'al q'iij,Oriente,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f2,Created
Releb'al q'iij,Oriente,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f2,Merged
Q'anapwoq,Oro,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f3,Created
Rixikin ch'ooy,Orquídea silvestre,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f4,Created
tz'ijb'anikiil,Ortografía,https://v2.dictionary.tzutujil.org/words/667256be5a8ee2d55bcbc4e5,Merged
Runum tz'i',Orzuelo,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f5,Created
Tz'apajab',Otoño,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f6,Created
puuqineem,Otoño,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f7,Created
Ajq'maal xikinaaj,Otorrino,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f8,Created
B'o'jachikop,Oveja,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562f9,Created
Q'olob'anelaa',Ovíparos,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562fa,Created
Uxilab'il/ijq'al,Oxigeno,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562fb,Created
Nima'amaq',país,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562fc,Created
kulaaj,Par,https://v2.dictionary.tzutujil.org/words/67bca105a53da53fac2562fd,Created
k'ulaaj,Pares,https://v2.dictionary.tzutujil.org/words/667256e95a8ee2d55bcbc50d,Merged
Xamalil chee',Partes de la planta,https://v2.dictionary.tzutujil.org/words/67bca106a53da53fac2562fe,Created
Q'axatziij,pasado,https://v2.dictionary.tzutujil.org/words/67bca106a53da53fac2562ff,Created
xaak,Paso,https://v2.dictionary.tzutujil.org/words/667256fe5a8ee2d55bcbc51f,Merged
K'koteemaal ch'uch'ujil tziij,paz,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc972,Created
Paraaj,Pedacito,https://v2.dictionary.tzutujil.org/words/667255bc5a8ee2d55bcbc3fb,Merged
Ko'li,Pequeño,https://v2.dictionary.tzutujil.org/words/667257285a8ee2d55bcbc545,Merged
kuyuuneem,Perdón,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc973,Created
Weqa'aaj,Periodo,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac25628d,Merged
weqa'aaj,Periodo de tiempo,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac25628d,Merged
ixinaal,Pertenencia,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc974,Created
aqanaaj,Pie,https://v2.dictionary.tzutujil.org/words/6672575c5a8ee2d55bcbc574,Merged
jutz'iit/juch'aap,Poco,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc975,Created
k'ayajilaal,Polidígito,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc976,Created
Rumaal ari',Por tanto,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc977,Created
k'ojlib'aliil,Posición,https://v2.dictionary.tzutujil.org/words/667257975a8ee2d55bcbc5ab,Merged
ikiq'aliil,Positivo,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc978,Created
Rijqale'maal,potencia,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc979,Created
Najb'ey taq tziij,Preámbulo,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc97a,Created
Tz'ijb'awuuj,Prensa libre,https://v2.dictionary.tzutujil.org/words/67b8a8952f1b785c39fb02a7,Merged
wakamitziij,presente,https://v2.dictionary.tzutujil.org/words/67bca106a53da53fac256300,Created
Si'jaaneem /Wachiineem,primavera,https://v2.dictionary.tzutujil.org/words/67bca106a53da53fac256301,Created
Ruk'ayewaal,Problema,https://v2.dictionary.tzutujil.org/words/667257a55a8ee2d55bcbc5b7,Merged
Solooj,Procedimiento,https://v2.dictionary.tzutujil.org/words/667256b05a8ee2d55bcbc4d8,Merged
Najb'eyal winaq rucholajil k'asleemaal,Procurador de los derechos humanos,https://v2.dictionary.tzutujil.org/words/67bca107a53da53fac256302,Created
Ijqa'miil,Producto,https://v2.dictionary.tzutujil.org/words/67bca107a53da53fac256303,Created
Junamaliil,Promedio,https://v2.dictionary.tzutujil.org/words/6672540a5a8ee2d55bcbc272,Merged
Ixinaal,Propiedad,https://v2.dictionary.tzutujil.org/words/67bca106b4b6f87a499cc974,Merged
Tijtab'aneem,Prueba,https://v2.dictionary.tzutujil.org/words/67bca107a53da53fac256304,Created
Nimaruuwi' q'ab'aaj,Pulgadas,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc97b,Created
Chuyaaj,Puño,https://v2.dictionary.tzutujil.org/words/667257b25a8ee2d55bcbc5c3,Merged
Ejtab'al,regla,https://v2.dictionary.tzutujil.org/words/667254235a8ee2d55bcbc288,Merged
Taqonto'ooneem,remesas,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc97c,Created
tunay,Sauco,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc97d,Created
Ajtz'ijb' chojmiineel,Secretaría ejecutiva,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc97e,Created
Achib'alil amaq',Símbolos patrios,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc97f,Created
Q'o'laaneemtziij,soberbia,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc980,Created
Winaqiil/tinaamitaal,Sociedad,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc981,Created
Xukub'al(ch'uu'),tarraya,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc982,Created
Setejtab'al,Transportador,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc983,Created
Saq'ijaaneem,verano,https://v2.dictionary.tzutujil.org/words/67bca107b4b6f87a499cc984,Created
